title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
Stand Clear of the Closing Doors (2014),2014.0,2.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banshee Chapter, The (2013)",2013.0,3.2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Possessed (2000),2000.0,3.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ju-on: The Final Curse (2015),2015.0,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Death to the Tinman (2007),2007.0,4.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lost Patient (2022),2022.0,1.5,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
They Say Nothing Stays the Same (2021),2021.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What Might Have Been (2019),2019.0,2.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Safety of Objects, The (2001)",2001.0,3.2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Camp (2022),2022.0,2.6,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
M.O.M. Mothers of Monsters (2020),2020.0,3.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
An Ecology of Mind (2010),2010.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My Wife is an Actress (Ma Femme est une Actrice) (2001),2001.0,4.1,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
From One Second to the Next (2013),2013.0,5.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Problem with Apu (2017),2017.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Train Station (2015),2015.0,4.5,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Sweet Whip (2013),2013.0,3.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Neal Brennan: 3 Mics (2017),2017.0,3.3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Twitches Too (2007),2007.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Hey, Hey, It's Esther Blueburger (2008)",2008.0,3.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Dig (2017),2017.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man & Captain America: Heroes United (2014),2014.0,3.5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Meet the Guilbys (2016),2016.0,1.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8213: Gacy House (2010),2010.0,0.5,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Smile Man (2013),2013.0,3.6,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
In Secret (2013),2013.0,2.7,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
The Twentieth Century (2019),2019.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Price of Everything (2018),2018.0,3.6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Highlander: The Source (2007),2007.0,0.5,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Fright Night 2: New Blood (2013),2013.0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Madea Family Funeral (2019),2019.0,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hideaways (2011),2011.0,4.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90 Minutes in Heaven (2015),2015.0,1.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainbo: Spirit of the Amazon (2021),2021.0,2.0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Mean Dreams (2017),2017.0,2.8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Sleeping Voice (2011),2011.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Caligari to Hitler: German Cinema in the Age of the Masses (2014),2014.0,3.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Naruto Shippuden the Movie: The Lost Tower (2010),2010.0,4.0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Loose Change: Second Edition (2006),2006.0,5.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Heaven Is for Real (2014),2014.0,4.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Involuntary (De ofrivilliga) (2008),2008.0,4.1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts of Kyber (2017),2017.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Similars (2015),2015.0,2.9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heal the Living (2016),2016.0,3.8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trash (2014),2014.0,3.8,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
In the Name of... (2013),2013.0,3.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Headshot (2011),2011.0,1.5,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Tempbot (2006),2006.0,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Battle of Chernobyl (2006),2006.0,3.2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
You Should Meet My Son (2010),2010.0,4.4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Future Weather (2012),2012.0,2.6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mendy: A Question of Faith (2003),2003.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Naomi and Ely's No Kiss List (2015),2015.0,3.5,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Hellboy Animated: Blood and Iron (2007),2007.0,2.5,5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Agathe Cléry (2008),2008.0,1.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Merchants of Doubt (2014),2014.0,3.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sword Art Online The Movie: Ordinal Scale (2017),2017.0,4.4,5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Agatha Christie's England (2020),2020.0,3.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry (2016),2016.0,3.8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Elephant Queen (2019),2019.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tempest, The (2010)",2010.0,2.0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
In Defense of Food (2015),2015.0,5.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
That Thing Called Tadhana (2014),2014.0,3.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
For My Brother (2014),2014.0,1.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It's a Summer Film! (2021),2021.0,3.0,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Martyrs (2016),2016.0,2.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Force of Habit (2019),2019.0,3.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"It's Not You, It's Me (2004)",2004.0,3.5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Honeytrap (2015),2015.0,1.0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Marvel Super Hero Adventures: Frost Fight! (2015),2015.0,2.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marvel's Behind the Mask (2021),2021.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marvelous and the Black Hole (2022),2022.0,2.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
A Girl at My Door (2014),2014.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No Tears for the Dead (2014),2014.0,5.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Flight of the Storks (2013),2013.0,0.5,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Lodger, The (2009)",2009.0,2.1,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
How I Ended This Summer (Kak ya provyol etim letom) (2010),2010.0,2.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flora & Ulysses (2021),2021.0,4.0,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Supermensch: The Legend of Shep Gordon (2013),2013.0,4.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Food Matters (2008),2008.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The 100 Years Show (2015),2015.0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),2005.0,3.5,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Phoenix Tapes '97 (2016),2016.0,4.7,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Homeless to Harvard: The Liz Murray Story (2003),2003.0,3.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A 2nd Chance (2013),2013.0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loving Highsmith (2022),2022.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maundy Thursday (2006),2006.0,5.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You Can't Fight Christmas (2017),2017.0,1.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tested (2015),2015.0,3.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Potato Venture (2020),2020.0,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
May the Devil Take You (2018),2018.0,4.5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Frank Zappa & The Mothers - Roxy - The Movie 1973 (2015),2015.0,5.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maybe Tomorrow (2016),2016.0,3.0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Hive (2021),2021.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Lottery Tickets (2016),2016.0,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Svaha : The Sixth Finger (2019),2019.0,4.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Backwater Gospel (2011),2011.0,3.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A House on the Bayou (2021),2021.0,3.5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Falls (2021),2021.0,5.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Days in October (2010),2010.0,4.3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Holy Wars (2010),2010.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Education of Fredrick Fitzell (2020),2020.0,1.2,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Pope's Exorcist (2023),2023.0,4.6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mater and the Ghostlight (2006),2006.0,2.8,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Lonely Place to Die, A (2011)",2011.0,3.6,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Matriarch, The (Lieksa!) (2007)",2007.0,2.0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Tenth Man (2016),2016.0,3.5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hollywood Chinese (2007),2007.0,3.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No.7 Cherry Lane (2019),2019.0,3.5,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Infinitum: Subject Unknown (2021),2021.0,0.7,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gun Shy (2000),2000.0,3.7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Exorcism of Molly Hartley (2015),2015.0,0.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goat Story (2008),2008.0,0.5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gulczas, what do you think... (2001)",2001.0,0.5,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Berlin File (2013),2013.0,4.0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
The Scorpion King 3: Battle for Redemption (2012),2012.0,3.5,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
A.C.A.B.: All Cops Are Bastards (2012),2012.0,4.2,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Money as Debt (2006),2006.0,4.0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The River (2018),2018.0,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monica, O My Darling (2022)",2022.0,5.0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Institute, The (2013)",2013.0,3.6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Birth of Saké (2015),2015.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Retreat (2021),2021.0,2.5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Interview with a Serial Killer (2008),2008.0,2.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The End of a Mystery (2003),2003.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Birth of the Tramp (2014),2014.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Guys Reading Poems (2016),2016.0,2.0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Muse: Drones World Tour (2018),2018.0,3.6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Winter Rose (2016),2016.0,1.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Girltrash: All Night Long (2014),2014.0,3.6,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Time of the Wolf, The (Le temps du loup) (2003)",2003.0,3.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder of a Cat (2014),2014.0,3.6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Lost on Journey (2010),2010.0,2.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Young Hunter (2020),2020.0,2.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Adolf Hitler: The Greatest Story Never Told (2013),2013.0,5.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Monitor, The (Babycall) (2011)",2011.0,3.1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Best Movie 3-DE (2011),2011.0,0.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
More Than Blue (2009),2009.0,3.5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dirty Picture (2011),2011.0,4.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Mothman (2010),2010.0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Louis Theroux: Gambling in Las Vegas (2007),2007.0,4.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
About Cherry (2012),2012.0,0.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mother's Day (2010),2010.0,4.0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Goodbye to Language 3D (2014),2014.0,1.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Innocents (2000),2000.0,2.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grandmother's Gold (2018),2018.0,4.5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
About The Pink Sky (2012),2012.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
About Us (2017),2017.0,2.7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Goth (2008),2008.0,5.0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
The Roosevelts: An Intimate History (2014),2014.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Abandoned (2015),2015.0,2.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Grumpy Cat's Worst Christmas Ever (2014),2014.0,2.2,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Achilles and the Tortoise (Akiresu to kame) (2008),2008.0,2.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Best Two Years (2003),2003.0,3.6,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Triple Threat (2019),2019.0,3.5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Louis Theroux: A Different Brain (2016),2016.0,4.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aballay, the Man without Fear (2010)",2010.0,1.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Greatest, The (2009)",2009.0,3.5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mr Bones 2: Back from the Past (2008),2008.0,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tribulation (2000),2000.0,2.5,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Taylor Tomlinson: Quarter-Life Crisis (2020),2020.0,4.3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trial by Fire (2019),2019.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tree, The (2010)",2010.0,2.6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
My Mistress (2014),2014.0,3.7,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Inuyasha the Movie: The Castle Beyond the Looking Glass (2002),2002.0,3.7,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
My Love (2006),2006.0,2.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Stray Goat (2017),2017.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Serial Killer's Guide to Life (2020),2020.0,2.5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Genius Party Beyond (2008),2008.0,4.1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genius of the Modern World: Freud (2016),2016.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Truth About Alcohol (2016),2016.0,3.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Happy Feet Two (2011),2011.0,3.8,5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Lost Boys of Sudan (2003),2003.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Truth Is in the Stars (2017),2017.0,3.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Birbiglia: Thank God for Jokes (2017),2017.0,4.3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Get the Gringo (2012),2012.0,3.3,5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Turning Tide (En solitaire) (2013),2013.0,4.1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Headgame (2018),2018.0,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Rats (2002),2002.0,2.0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
A Rifle and a Bag (2020),2020.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Fabulous Pastars (2016),2016.0,3.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Midnight at the Magnolia (2020),2020.0,3.0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Turkey Shoot (2014),2014.0,2.5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Reckoning (2021),2021.0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Love and Goodbye and Hawaii (2017),2017.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get a Job (2016),2016.0,3.7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Secret Scripture (2016),2016.0,3.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Architect: A Son's Journey (2003),2003.0,4.3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Team Foxcatcher (2016),2016.0,2.9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Into the Dark: New Year, New You (2018)",2018.0,3.2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
My Best Friend's Exorcism (2022),2022.0,4.4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hamilton's America (2016),2016.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7 Days to Vegas (2019),2019.0,2.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Beaver Trilogy (2000),2000.0,1.8,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The End (2004),2004.0,3.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Ashes (2019),2019.0,3.8,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Girl by the Lake, The (La ragazza del lago) (2007)",2007.0,3.4,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Lost and Found (2019),2019.0,4.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Girl on the Third Floor (2019),2019.0,3.4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Experimental City (2017),2017.0,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beckoning Silence (2007),2007.0,4.0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Must Be... Love (2013),2013.0,5.0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Tom Green Subway Monkey Hour (2002),2002.0,4.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),2014.0,3.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Trench Road (Juoksuhaudantie) (2004),2004.0,3.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
My First Time (2012),2012.0,3.0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Happiest Girl in the World, The (Cea mai fericita fata din lume) (2009)",2009.0,2.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Misbehaviour (2020),2020.0,3.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happier Than Ever: A Love Letter to Los Angeles (2021),2021.0,3.0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My Fairy Tail Love Story (2018),2018.0,0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Into the Grizzly Maze (2015),2015.0,3.3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
My Brilliant Life (2014),2014.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secrets We Keep (2020),2020.0,4.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"My Brother's Wife (Mujer de mi hermano, La) (2005)",2005.0,3.5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eyes (2017),2017.0,2.2,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Miss Nobody (2010),2010.0,4.0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
A Ghost Waits (2020),2020.0,5.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
In a Dark Place (2006),2006.0,2.1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jack of the Red Hearts (2015),2015.0,3.1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Stylist (2020),2020.0,4.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Art of Losing (2004),2004.0,4.5,5,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Tom Petty, Somewhere You Feel Free (2021)",2021.0,5.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lupin the 3rd: The First (2019),2019.0,2.8,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mandela: Long Walk to Freedom (2013),2013.0,4.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Wrath (2016),2016.0,3.1,5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
A Brand New Life (2009),2009.0,4.6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Off the Menu: Asian America (2015),2015.0,2.5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
James Veitch: Straight to VHS (2020),2020.0,4.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Friendly Tale... (2020),2020.0,3.5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Fighting Spirit, The (2007)",2007.0,4.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
I Can't Think Straight (2007),2007.0,3.5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Maid, The (Nana, La) (2009)",2009.0,3.6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Birds Movie 2 (2019),2019.0,3.0,5,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Fanatic (2019),2019.0,1.0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
