,title,genres,Year,average_rating,rating_count
933469,The Art of Loving. Story of Michalina Wislocka (2017),Drama,2017.0,4.7,5
932718,The Alpinist (2021),Documentary,2021.0,4.0,5
42159,All or Nothing (2002),Drama,2002.0,3.3,5
622696,Manson Family Vacation (2015),Comedy|Drama|Thriller,2015.0,3.6,5
1041750,Unconscious (Inconscientes) (2004),Comedy|Mystery|Romance,2004.0,2.5,5
612401,Mad As Hell (2014),(no genres listed),2014.0,3.5,5
336764,First Snow (2006),Drama|Thriller,2006.0,3.1,5
615737,Madame Satã (2002),Drama,2002.0,3.9,5
336493,"First Man, The (Le Premier Homme) (2011)",Drama,2011.0,4.0,5
447537,Hunger Point (2003),Drama,2003.0,5.0,5
932690,The Albatross (2016),(no genres listed),2016.0,3.0,5
619989,Man of the House (2005),Action|Comedy,2005.0,2.4,5
457497,"I, Anna (2012)",Drama|Mystery|Thriller,2012.0,2.0,5
615724,Madame (2017),Comedy|Drama,2017.0,2.5,5
1021630,Tooth & Nail (2007),Drama|Horror|Sci-Fi,2007.0,3.0,5
330945,Fatima (2020),Children|Drama,2020.0,3.6,5
447578,Hunt for the Labyrinth Killer (2013),Drama|Mystery|Thriller,2013.0,2.5,5
997978,The Surprise (2015),Comedy|Romance,2015.0,3.9,5
1000592,The Unraveling (2015),Crime|Drama|Horror|Thriller,2015.0,2.0,5
336014,First Born (2007),Drama|Horror|Thriller,2007.0,2.5,5
42141,All Work All Play: The Pursuit of eSports Glory Live (2015),Documentary,2015.0,2.5,5
615431,Mad World (2018),Sci-Fi,2018.0,1.5,5
997243,The Stranger (2015),Drama|Horror|Mystery|Thriller,2015.0,1.9,5
459487,IMAX: Hubble 3D (2010),Documentary|IMAX,2010.0,4.2,5
696352,Nora's Will (Cinco días sin Nora) (2008),Comedy|Drama,2008.0,5.0,5
1041745,Unconditional Love (2002),Comedy|Drama,2002.0,3.5,5
610960,Lumière ! L'aventure commence (2017),Documentary,2017.0,4.0,5
610902,Lucy Maud Montgomery's Anne of Green Gables (2016),Children|Drama,2016.0,3.0,5
946312,The Division: Agent Origins (2016),Action,2016.0,3.5,5
21802,A Czechoslovak Fairy Tale (2022),Documentary,2022.0,3.5,5
1019487,To My Great Chagrin (2007),Documentary,2007.0,3.0,5
335847,Fireflies in the Garden (2008),Drama,2008.0,3.7,5
1042681,Under the Bed (2012),Horror,2012.0,3.4,5
615757,Made in Abyss: Dawn of the Deep Soul (2020),Adventure|Animation|Drama|Fantasy|Mystery|Sci-Fi,2020.0,3.8,5
336884,Fish Story (Fisshu sutôrî) (2009),Comedy,2009.0,3.5,5
997299,The Stronghold (2021),Crime|Thriller,2021.0,4.0,5
460408,Ice Guardians (2016),Documentary,2016.0,3.5,5
42078,All Things Must Pass: The Rise and Fall of Tower Records (2015),Documentary,2015.0,4.2,5
331671,Felices 140 (2015),Comedy|Drama,2015.0,3.0,5
21371,A Bride for Rip Van Winkle (2016),Drama,2016.0,5.0,5
906903,Summer Days With Coo (2007),Animation,2007.0,4.5,5
987450,The Passenger (2022),Horror,2022.0,2.0,5
331666,Feiern (2006),Documentary,2006.0,4.4,5
1020890,Tomcats (2001),Comedy,2001.0,4.0,5
335691,Finding Your Feet (2017),Comedy,2017.0,2.5,5
331085,Favor (2013),Thriller,2013.0,3.5,5
325918,"Family Romance, LLC (2019)",Drama,2019.0,5.0,5
455262,"I Love You, Daddy (2017)",Comedy|Drama,2017.0,3.1,5
516050,JFK: The Smoking Gun (2013),Documentary,2013.0,1.0,5
518342,Jane Wants a Boyfriend (2015),Drama|Romance,2015.0,3.0,5
907331,Sundome (2007),Comedy|Drama|Romance,2007.0,0.5,5
333901,Final Flight of the Osiris (2003),Action|Animation|Sci-Fi,2003.0,1.7,5
21550,A Corsican Summer (2022),Drama,2022.0,1.5,5
41848,All Over the Guy (2001),Comedy,2001.0,2.8,5
1040766,Unacknowledged (2017),Documentary,2017.0,2.2,5
699168,Nowhere Special (2021),Drama,2021.0,4.0,5
1040755,Una Noche (2012),Drama,2012.0,5.0,5
906231,Suicide Squad: Hell to Pay (2018),Action|Animation,2018.0,3.0,5
326074,Fan (2016),Action|Drama|Thriller,2016.0,3.5,5
587977,Locked In (2010),Drama|Thriller,2010.0,4.0,5
1020299,Tokyo Noise (2002),Documentary|Drama,2002.0,5.0,5
326210,Fandry (2013),Children|Drama,2013.0,4.1,5
519037,Jasper Jones (2017),Drama|Mystery|Thriller,2017.0,3.5,5
948335,The Famous and the Dead (2009),Drama,2009.0,3.5,5
329327,Far Out Isn't Far Enough: The Tomi Ungerer Story (2012),Documentary,2012.0,3.5,5
40414,Aliens: Zone of Silence (2017),Horror|Mystery|Sci-Fi,2017.0,1.5,5
695048,Nobody's Home (2013),Drama,2013.0,5.0,5
337511,Flatland: The Film (2007),Animation|Sci-Fi,2007.0,3.0,5
1020391,Toll Booth (2011),Drama,2011.0,3.2,5
337270,"Five People You Meet in Heaven, The (2004)",Drama|Fantasy,2004.0,3.3,5
1020304,Tokyo Project (2017),Drama|Romance,2017.0,3.5,5
1041574,Uncaged (2016),Comedy|Horror|Thriller,2016.0,0.5,5
949351,The Feast (2021),Horror|Thriller,2021.0,3.8,5
694877,Nobody Else But You (Poupoupidou) (2011),Comedy|Crime|Mystery,2011.0,3.0,5
616284,Magnesium (2020),Crime|Western,2020.0,2.0,5
998257,The Tank (2016),(no genres listed),2016.0,3.5,5
454713,I Hope They Serve Beer in Hell (2009),Comedy,2009.0,2.1,5
697807,Nothing Like the Holidays (2008),Comedy|Drama|Romance,2008.0,2.3,5
1040799,Unbranded (2015),Documentary,2015.0,3.9,5
334074,Finding Altamira (2016),Drama,2016.0,1.5,5
1019422,To Dust (2018),Comedy,2018.0,2.0,5
699163,Nowhere Boys: The Book of Shadows (2016),Sci-Fi,2016.0,3.0,5
462698,If I Were You (2012),Comedy|Drama,2012.0,3.5,5
326022,Family Weekend (2013),Comedy|Drama,2013.0,2.8,5
616036,Magic Kitchen (2004),Comedy|Drama|Romance,2004.0,4.5,5
462624,If I Had Wings (2013),Drama,2013.0,3.9,5
1123990,Éclair (2016),(no genres listed),2016.0,4.12,4
406281,Harry Potter 20th Anniversary: Return to Hogwarts (2022),Documentary,2022.0,4.75,4
994606,The Secret of Crickley Hall (2012),Drama|Horror,2012.0,3.0,4
864733,Somewhere Only We Know (2015),Drama|Romance,2015.0,3.0,4
400013,Hampstead (2017),Comedy|Romance,2017.0,4.0,4
863654,Solis (2018),Sci-Fi,2018.0,3.5,4
190628,"Chemical Brothers: Don't Think, The (2012)",Musical,2012.0,3.5,4
96266,Bad Lucky Goat (2017),Comedy|Drama,2017.0,3.0,4
27183,A War (2015),Drama|War,2015.0,4.38,4
997974,The Surface (2014),Drama|Thriller,2014.0,3.0,4
606991,Love My Life (2006),Drama|Romance,2006.0,3.5,4
21506,A Colbert Christmas: The Greatest Gift of All! (2008),Comedy,2008.0,5.0,4
615743,Madame Tutli-Putli (2007),Animation|Fantasy,2007.0,4.38,4
111082,Being the Ricardos (2021),Drama,2021.0,3.38,4
847833,Simon Killer (2012) ,Drama,2012.0,3.0,4
953261,The Good Witch (2008),Children|Drama|Fantasy,2008.0,5.0,4
942224,The Client (2011),Drama|Thriller,2011.0,4.0,4
405632,Harmonia (2016),(no genres listed),2016.0,2.5,4
400762,Hangman's Curse (2003),Horror|Mystery|Thriller,2003.0,3.75,4
456644,"I Was, I Am, I Will Be (2019)",Drama,2019.0,4.0,4
835372,Shirkers (2018),Documentary,2018.0,4.5,4
653486,Missing William (2014),Drama,2014.0,2.0,4
1095453,Wolves (2017),Drama,2017.0,3.5,4
25850,A Short History of Decay (2014),Comedy,2014.0,2.0,4
92518,Babs (2017),Drama,2017.0,4.5,4
792686,Restless (Levottomat) (2000),Drama|Romance,2000.0,1.0,4
195890,Chronic (2015),Drama,2015.0,2.0,4
398636,Half of a Yellow Sun (2013),Drama|Romance,2013.0,2.12,4
835609,Shok (2015),Drama|War,2015.0,5.0,4
186652,Champion of the World (2021),Drama,2021.0,3.0,4
835744,Shoot First And Pray You Live (2010),Action|Western,2010.0,2.0,4
186548,Chain Reaction (2017),Drama,2017.0,0.5,4
540274,Kattradhu Thamizh (2007),Drama,2007.0,5.0,4
922284,Tchoupitoulas (2012),Documentary,2012.0,3.0,4
615436,Mad to Be Normal (2017),Drama,2017.0,2.0,4
647866,Miles Ahead (2016),Drama,2016.0,3.38,4
1088445,Wild Horses (2015),Crime|Drama,2015.0,1.5,4
947158,The End of Time (2012),(no genres listed),2012.0,5.0,4
647862,Miles (2016),Drama,2016.0,3.5,4
792545,Resistance (2020),Drama,2020.0,2.5,4
456690,I'll Be Home for Christmas (2016),Children|Drama,2016.0,2.5,4
93926,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),Sci-Fi,2002.0,2.0,4
1092136,Wolf Hall (2015),(no genres listed),2015.0,3.0,4
195436,Christmas Tango (2011),Drama,2011.0,3.5,4
195350,Christina P: Mother Inferior (2017),Comedy,2017.0,3.5,4
864742,Somm (2012),Documentary,2012.0,3.0,4
607152,Love and Basketball (2000),Drama|Romance,2000.0,4.0,4
195411,Christmas Catch (2018),Romance,2018.0,2.0,4
864850,Son (2021),Horror|Thriller,2021.0,3.25,4
653482,"Missing Star, The (La stella che non c'è) (2006)",Drama,2006.0,3.0,4
835329,Ship of Theseus (2013),Drama,2013.0,4.5,4
994602,The Secret Village (2013),Mystery|Thriller,2013.0,0.5,4
456663,I nostri ragazzi (2014),Drama,2014.0,3.0,4
94188,Babysitter Wanted (2008),Horror|Thriller,2008.0,4.0,4
792764,Retablo (2018),Drama,2018.0,3.12,4
969129,The King's Choice (2016),Action|Drama|War,2016.0,3.88,4
792759,Resurrecting the Street Walker (2009),Horror,2009.0,2.5,4
653517,Mission Control: The Unsung Heroes of Apollo (2017),Documentary,2017.0,3.5,4
1095480,Woman Walks Ahead (2018),Drama,2018.0,3.5,4
997819,The Summer of Sangaile (2015),Drama|Romance,2015.0,4.0,4
794129,Rewind (2019),Documentary,2019.0,3.38,4
794210,Rezeta (2012),Comedy|Drama,2012.0,3.0,4
194368,Chinaman (Kinamand) (2005),Drama,2005.0,4.0,4
794703,Riding Giants (2004),Documentary,2004.0,4.0,4
968276,The Kid (2019),Drama|Western,2019.0,2.0,4
119933,Bigga Than Ben (2008),Crime|Drama,2008.0,2.0,4
650247,"Mine, The (2012)",Adventure|Horror|Mystery,2012.0,1.25,4
1079346,Wedding Wars (2006),Comedy|Drama|Romance,2006.0,3.0,4
403741,Happy (2011),Documentary|Drama,2011.0,4.0,4
191326,Chick Fight (2020),Action|Comedy,2020.0,0.5,4
191330,Chicken (2016),Drama,2016.0,3.5,4
403719,Happily N'Ever After (2007),Animation|Children|Comedy,2007.0,3.25,4
120146,Bill Burr: Paper Tiger (2019),Comedy,2019.0,4.12,4
794721,Riding the Bullet (2004),Horror|Thriller,2004.0,1.0,4
1079352,Wednesday 04:45 (2015),Crime|Drama|Thriller,2015.0,4.0,4
958209,The Hive (2015),Sci-Fi|Thriller,2015.0,2.25,4
120152,Bill Cunningham New York (2011),Documentary,2011.0,5.0,4
540239,Kathy Griffin: Pants Off (2011),Comedy,2011.0,4.5,4
958205,The Hive (2008),Horror|Sci-Fi,2008.0,4.0,4
191008,Chiara Ferragni - Unposted (2019),Documentary,2019.0,0.5,4
615856,Madeline's Madeline (2018),Drama,2018.0,2.0,4
470127,InSight (2011),Mystery|Thriller,2011.0,2.12,4
462740,"If You Don't, I Will (2014)",Comedy,2014.0,1.5,4
190666,Cherchez la Femme (2017),Comedy,2017.0,4.0,4
190615,Chef Flynn (2018),Documentary,2018.0,4.0,4
923523,Teddy Bear (10 timer til Paradis) (2012),Drama|Romance,2012.0,3.5,4
607111,Love Strikes! (2011),Comedy|Romance,2011.0,3.5,4
190310,Cheatin' (2013),Animation,2013.0,3.5,4
404664,Happy Ending (2014),Comedy,2014.0,1.0,4
95828,Bad Day for the Cut (2017),Thriller,2017.0,3.5,4
403769,Happy Birthday (2019),Comedy|Drama,2019.0,3.5,4
404660,Happy End (2017),Drama,2017.0,2.62,4
540472,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,2000.0,5.0,4
1030568,Tremors 5: Bloodline (2015),Action|Horror|Sci-Fi,2015.0,4.12,4
95822,Bad Cat (2016),Action|Animation|Comedy,2016.0,4.0,4
455911,I Remember You (2017),Drama|Horror|Mystery|Thriller,2017.0,3.5,4
650262,Mining for Ruby (2014),(no genres listed),2014.0,2.0,4
94869,Bad Blood (2017),Mystery|Thriller,2017.0,2.5,4
864345,Some Kind Of Hate (2015),Horror,2015.0,3.0,4
194361,Chimpanzee (2012),Documentary,2012.0,5.0,4
404791,Happy! (2017),Fantasy,2017.0,4.5,4
796393,Rize (2005),Documentary,2005.0,3.62,4
847829,Simon Amstell: Set Free (2019),Comedy,2019.0,3.88,4
194152,Children of the Corn: Runaway (2018),Horror,2018.0,0.5,4
794228,Richard Jeni: A Big Steaming Pile of Me (2005),Comedy,2005.0,5.0,4
405365,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller,2002.0,2.0,4
835239,Shin Ultraman (2022),Action|Drama|Sci-Fi,2022.0,5.0,4
846638,Sillunu Oru Kaadhal (2006),Children|Romance,2006.0,5.0,4
96142,Bad Hair (2013),Drama,2013.0,1.88,4
21425,A Christmas Prince (2017),Romance,2017.0,2.88,4
456436,I Smile Back (2015),Drama,2015.0,2.5,4
922674,Tears of Steel (2012),Sci-Fi,2012.0,2.0,4
19414,7 Virgins (7 vírgenes) (2005),Crime|Drama,2005.0,2.5,4
863678,Sollers Point (2017),Drama,2017.0,2.5,4
560340,Kummeli Alivuokralainen (2008),Comedy,2008.0,1.25,4
797235,Road to Yesterday (2015),Drama|Romance,2015.0,4.5,4
649609,Minamata (2020),Drama,2020.0,3.75,4
194148,Children of the Corn: Genesis (2011),Horror|Thriller,2011.0,3.5,4
94798,Backyard Dogs (2001),Action|Comedy,2001.0,2.5,4
994655,The Set Up (2019),Crime|Drama,2019.0,4.0,4
191691,Chicuarotes (2019),Crime|Drama,2019.0,4.0,4
190022,Chasing Christmas (2005),Comedy|Fantasy,2005.0,1.5,4
21433,A Christmas Prince: The Royal Wedding (2018),Romance,2018.0,3.5,4
19409,7 Minutes (2014),Crime|Drama|Thriller,2014.0,3.25,4
994659,The Seven Days (2008),Drama|Thriller|War,2008.0,4.0,4
191774,Child's Pose (2013),Drama,2013.0,3.75,4
994651,The Servant (2010),Comedy|Drama|Romance,2010.0,5.0,4
946156,The Disciple (2020),Drama,2020.0,4.0,4
1088226,Wild Card: The Downfall of a Radio Loudmouth (2020),Documentary,2020.0,3.0,4
470182,Incantation (2022),Horror,2022.0,0.62,4
796372,River (2015),Crime|Drama|Mystery,2015.0,4.0,4
194140,Children of the Air (2012),(no genres listed),2012.0,2.0,4
652515,Miso Hungry (2016),Documentary,2016.0,4.0,4
21429,A Christmas Prince: The Royal Baby (2019),Romance,2019.0,3.0,4
559331,Ko (2011),Action|Children|Thriller,2011.0,3.0,4
200241,Ciudad Delirio (2014),Comedy|Romance,2014.0,2.5,4
113976,Big Ass Spider! (2013),Comedy|Sci-Fi,2013.0,3.88,4
212441,Confessions of a Sociopathic Social Climber (2005),Comedy|Romance,2005.0,0.62,4
77857,August Falls (2017),Drama|Mystery|Thriller,2017.0,3.0,4
952358,The Girl in the Photographs (2015),Crime|Horror|Thriller,2015.0,2.0,4
1089330,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,2006.0,1.38,4
112642,Best Sellers (2021),Comedy|Drama,2021.0,0.5,4
390155,Greetings From Fukushima (2016),Drama,2016.0,4.0,4
390046,"Greening of Whitney Brown, The (2011)",Adventure,2011.0,4.0,4
869933,Southside With You (2016),Drama|Romance,2016.0,4.0,4
77556,Attack on Titan: End of the World (2015),Action|Fantasy,2015.0,2.38,4
21399,A Cat with a Dog (2018),Comedy|Drama,2018.0,0.5,4
561949,Kuro (2017),Drama,2017.0,4.5,4
781533,Rebirth (2016),Thriller,2016.0,3.12,4
781529,"Rebel, The (2006)",Action|Drama|Romance,2006.0,3.0,4
921119,Tan Lines (2005),Drama|Romance,2005.0,2.5,4
661391,Monstrous (2020),Horror,2020.0,2.75,4
571948,Le grand soir (2012),Comedy,2012.0,4.0,4
661395,Monstrum (2018),Action|Fantasy,2018.0,4.0,4
487514,Innocent Saturday (2011),Drama,2011.0,5.0,4
942131,The City of the Future (2016),Drama|Romance,2016.0,2.5,4
952330,The Girl and the Fox (2011),Animation|Drama|Fantasy,2011.0,4.5,4
386762,Great Expectations (2012),Drama,2012.0,3.5,4
993897,The Sasquatch Gang (2006),Comedy,2006.0,4.0,4
946329,The Doldrums or How to Cure Sadness (2012),Drama,2012.0,2.5,4
390169,Gremlin (2017),Horror,2017.0,1.5,4
957734,The Hero of Color City (2014),Animation,2014.0,2.0,4
783181,Red Family (2013),Drama,2013.0,4.0,4
993925,The Sci-Fi Boys (2006),Documentary,2006.0,3.5,4
921901,Tapped (2009),Documentary,2009.0,3.75,4
1019605,To the Four Winds (2018),Documentary,2018.0,3.0,4
211263,Come Back to Me (2014),Horror,2014.0,3.25,4
969468,The Last Cruise (2021),Documentary,2021.0,2.5,4
78700,Author: The JT LeRoy Story (2016),Documentary,2016.0,3.38,4
561945,Kurara: The Dazzling Life of Hokusai's Daughter (2017),Drama,2017.0,3.0,4
78153,Austin High (2011),Comedy,2011.0,1.0,4
783185,Red Hill (2010),Crime|Thriller|Western,2010.0,3.0,4
606623,Love Birds (2011),Comedy|Romance,2011.0,2.5,4
77948,August Winds (2014),Documentary|Mystery,2014.0,3.0,4
29232,ATM (2012),Comedy|Romance,2012.0,3.0,4
659030,Monsoon (2019),Drama|Romance,2019.0,1.5,4
539918,Kantara (2022),Action|Mystery|Thriller,2022.0,5.0,4
211398,"Comebacks, The (2007)",Comedy,2007.0,2.75,4
659347,Monster (2014),Horror,2014.0,4.0,4
18875,638 Ways to Kill Castro (2006),Documentary,2006.0,3.0,4
993913,The School (2018),Horror|Mystery|Thriller,2018.0,2.25,4
921696,Tanguy (2001),Comedy,2001.0,2.75,4
659595,Monster Trucks (2016),Action|Animation|Children|Comedy|Sci-Fi,2016.0,2.88,4
212102,"Confess, Fletch (2022)",Comedy|Crime,2022.0,2.62,4
1073920,Warriors of the Rainbow: Seediq Bale (2011),Action|Drama,2011.0,3.75,4
92079,BECK (2010),Drama,2010.0,3.5,4
77533,Attack of the Unknown (2020),Action|Sci-Fi,2020.0,0.5,4
1098414,"Woodmans, The (2010)",Documentary,2010.0,4.0,4
605077,Louise-Michel (2008),Comedy,2008.0,1.5,4
112385,Berserker (2015),Crime|Mystery,2015.0,3.0,4
777934,Rare Birds (2001),Comedy|Drama,2001.0,5.0,4
844924,"Sierra, La (2005)",Documentary,2005.0,5.0,4
993748,The Saddest Boy in the World (2006),Drama,2006.0,3.5,4
666728,More the Merrier (2021),Comedy|Romance,2021.0,3.0,4
1089514,Will You Be There (2016),Drama|Fantasy,2016.0,3.0,4
844929,Sifir Bir (2020),Action|Drama,2020.0,2.5,4
384021,"Grand, The (2007)",Comedy,2007.0,2.75,4
777516,RangiTaranga (2015),(no genres listed),2015.0,5.0,4
969804,The Last Note (2017),(no genres listed),2017.0,4.0,4
969808,The Last Party (2016),Comedy,2016.0,3.5,4
112165,Berlin 36 (2011),Drama,2011.0,3.5,4
920556,TalhotBlond (2012),Drama,2012.0,3.0,4
112159,Bereavement (2010),Horror,2010.0,1.75,4
218456,Count Basie: Through His Own Eyes (2020),Documentary,2020.0,4.0,4
379451,"Gospel, The (2005)",Drama,2005.0,0.62,4
870806,Species III (2004),Action|Horror|Sci-Fi,2004.0,2.0,4
605066,Louis Theroux: The Ultra Zionists (2011),Documentary,2011.0,4.0,4
21383,A Buddha (2005),Drama,2005.0,4.0,4
572441,Leap Year (Año bisiesto) (2010),Drama,2010.0,3.5,4
1032776,Trollhunters: Rise of the Titans (2021),Action|Adventure|Animation|Children|Fantasy,2021.0,3.5,4
941913,The Chronicles of Riddick: Dark Fury (2004),Action|Animation|Sci-Fi|Thriller,2004.0,3.5,4
213673,Conspiracy '58 (2002),Comedy|Documentary|Drama,2002.0,3.5,4
29624,"Abandoned, The (2006)",Horror|Mystery|Thriller,2006.0,3.5,4
386554,Gravity (Schwerkraft) (2009),Crime|Drama|Romance,2009.0,3.75,4
213613,Conor McGregor: Notorious (2017),Documentary,2017.0,3.75,4
1004906,The dot-com bubble that never burst (2021),Documentary,2021.0,2.5,4
21395,A Castle for Christmas (2021),Children|Comedy|Romance,2021.0,2.5,4
1073884,Warrior (2015),Drama,2015.0,2.5,4
77521,Attack of the Killer Donuts (2016),Comedy|Horror,2016.0,1.0,4
1089340,Wilderness (2006),Horror|Thriller,2006.0,2.12,4
571983,Leading Lady Parts (2018),Comedy,2018.0,4.0,4
29716,Aboli's Journey (2021),Documentary,2021.0,3.0,4
21387,A California Christmas (2020),Comedy|Romance,2020.0,1.5,4
1032482,Triumph in the Skies (2015),Comedy|Drama|Romance,2015.0,2.0,4
779446,Raving Riot (2019),Documentary,2019.0,4.0,4
666336,Moontrap Target Earth (2017),Action|Adventure|Sci-Fi,2017.0,2.0,4
3157,12 Mighty Orphans (2021),Drama,2021.0,4.5,4
779372,Rattlesnake (2019),Drama|Horror|Mystery|Thriller,2019.0,3.5,4
77012,Atomica (2017),Sci-Fi|Thriller,2017.0,3.12,4
1073328,Warehoused (2015),(no genres listed),2015.0,3.5,4
539780,Kakurenbo: Hide and Seek (2005),Animation|Horror,2005.0,4.0,4
1112842,Your Friend the Rat (2007),Animation,2007.0,3.0,4
211259,Come As You Are (2019),Comedy|Drama,2019.0,5.0,4
783311,Red Nose Day Actually (2017),Comedy|Romance,2017.0,3.0,4
842726,Siberian Education (Educazione siberiana) (2013),Drama,2013.0,4.0,4
539927,Kapoor and Sons (2016),Drama,2016.0,3.0,4
396841,Guru (2007),Drama|Romance,2007.0,4.0,4
833034,Shed My Skin (2016),Drama,2016.0,4.5,4
922146,Taxi 4 (2007),Action|Comedy,2007.0,3.25,4
997990,The Survival Family (2017),(no genres listed),2017.0,3.75,4
562081,L'autre Rio (2018),Documentary,2018.0,4.0,4
200609,Class Enemy (2013),Drama,2013.0,5.0,4
200613,Class Rank (2018),Comedy,2018.0,4.0,4
113479,Beyond The Sky (2018),Horror|Mystery|Sci-Fi|Thriller,2018.0,3.0,4
657052,Modris (2014),Drama,2014.0,3.5,4
846565,Silent Sonata (2011),Drama|Fantasy|War,2011.0,5.0,4
657056,Mogadischu (2008),Thriller,2008.0,2.5,4
1007948,This Filthy World (2006),Comedy|Documentary,2006.0,4.0,4
786125,Remote Area Medical (2013),Documentary,2013.0,4.5,4
786031,Reminiscence (2014),Horror|Thriller,2014.0,0.5,4
657070,Mojave (2015),Thriller,2015.0,3.0,4
1076913,We (2018),Drama,2018.0,2.0,4
838768,Shrew's Nest (2014),Drama|Horror|Thriller,2014.0,3.88,4
111288,Bella Vita (2014),Documentary,2014.0,4.0,4
459644,Ice (2018),Comedy|Romance,2018.0,3.88,4
606719,Love Hina Spring Special (2001),Animation|Comedy|Musical|Romance,2001.0,3.12,4
657092,Molly (2017),Action|Sci-Fi,2017.0,2.0,4
952963,The Godmother (2011),Comedy,2011.0,4.5,4
21411,A Christmas Miracle for Daisy (2021),Comedy|Romance,2021.0,2.75,4
837041,Show (2003),Comedy|Crime|Drama,2003.0,0.5,4
656377,Mithya (2008),Comedy|Crime|Drama,2008.0,4.5,4
398464,Half Brother (2018),Drama,2018.0,3.0,4
836316,Shorebreak: The Clark Little Story (2016),Documentary,2016.0,4.0,4
1077338,We Jam Econo: The Story of the Minutemen (2005),Documentary,2005.0,3.5,4
606789,Love Like Poison (2010),Drama,2010.0,4.0,4
865467,Songs She Wrote About People She Knows (2014),Comedy,2014.0,3.5,4
197486,Chup Chup Ke (2006),Comedy,2006.0,4.0,4
197490,Churchill (2017),Drama|Thriller|War,2017.0,3.0,4
113969,Bickford Shmeckler's Cool Ideas (2006),Comedy|Romance,2006.0,2.5,4
615415,Mad Tiger (2015),Documentary,2015.0,4.0,4
933437,The Archer (2017),Action,2017.0,3.5,4
396858,"Guy Thing, A (2003)",Comedy|Romance,2003.0,2.0,4
482825,"Inevitable Defeat of Mister & Pete, The (2013)",Drama,2013.0,3.75,4
1077278,We Go On (2016),Drama|Horror|Thriller,2016.0,2.0,4
111219,Belgica (2016),Drama,2016.0,4.0,4
396876,Gypsy 83 (2001),Drama,2001.0,3.75,4
1077243,We Can Do That (2008),Comedy,2008.0,3.5,4
1007842,This Christmas (2007),Comedy|Drama|Romance,2007.0,1.5,4
562086,L'immensità (2022),Drama,2022.0,4.0,4
865609,Sons of the Clouds: The Last Colony (2012),Documentary,2012.0,4.0,4
457443,I'm a Standard Supporter (2013),Comedy,2013.0,3.5,4
91953,Ayanda (2015),Drama|Romance,2015.0,4.5,4
933970,The Assassin's Code (2018),Thriller,2018.0,2.0,4
785476,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema (2014)",Documentary,2014.0,4.0,4
784300,Red Water (2003),Action|Horror|Thriller,2003.0,3.0,4
866005,Sorry We Missed You (2019),Drama,2019.0,3.62,4
784442,Redirected (2014),Action|Comedy|Crime,2014.0,3.12,4
784424,Redemption Trail (2013),Drama,2013.0,3.0,4
657914,Money Heist: The Phenomenon (2020),Documentary,2020.0,5.0,4
82229,Ave (2011),Drama,2011.0,2.5,4
921955,Tarzan (2013),Adventure|Animation|Children|Drama,2013.0,5.0,4
784320,Redacted (2007),Action|Crime|Drama|War,2007.0,1.25,4
395820,Guest of Honour (2020),Drama,2020.0,3.25,4
957766,The High Note (2020),Comedy|Drama|Romance,2020.0,2.5,4
208837,Colewell (2019),Drama,2019.0,2.5,4
999334,The Traitor (2019),Crime|Drama|Thriller,2019.0,4.25,4
208841,Colin & Brad: Two Man Group (2011),Comedy,2011.0,2.0,4
867195,"Soul of Bread, The (Ai de mian bao hun) (2012)",Comedy|Romance,2012.0,1.0,4
657967,Money for Nothing: Inside the Federal Reserve (2013),Documentary,2013.0,2.75,4
658813,Monga (2010),Crime|Drama,2010.0,4.75,4
29018,AK-47 (2020),Drama,2020.0,3.5,4
571899,Le Donk & Scor-zay-zee (2009),Comedy,2009.0,3.88,4
611640,Mach 2 (2001),Action|Thriller,2001.0,0.5,4
78733,"Autobiography of Nicolae Ceausescu, The (Autobiografia lui Nicolae Ceausescu) (2010)",Documentary,2010.0,3.0,4
460488,Iceman (2014),Action|Comedy|Sci-Fi,2014.0,2.5,4
208213,Cold Case (2021),Horror|Thriller,2021.0,3.5,4
1096126,Women Make Film: A New Road Movie Through Cinema (2018),Documentary,2018.0,4.38,4
957843,The Hip Hop Nutcracker (2022),(no genres listed),2022.0,3.5,4
785128,Reinventing Marvin (2017),Drama,2017.0,3.0,4
1031851,Trick (2019),Horror|Thriller,2019.0,3.0,4
571367,Law of the Lawless (Brigada) (2002),Crime,2002.0,5.0,4
957839,The Hillside Strangler (2004),Drama|Horror|Mystery|Thriller,2004.0,3.0,4
205194,Clowntergeist (2016),Horror,2016.0,1.0,4
657696,Mom's Night Out (2014),Comedy,2014.0,2.0,4
1114274,Youth in Oregon (2017),Comedy|Drama,2017.0,2.5,4
540014,Karlsson Brothers (Bröderna Karlsson) (2010),Comedy|Drama,2010.0,3.0,4
611190,Lyle (2014),Drama|Horror,2014.0,2.0,4
612175,Macho (2016),Comedy,2016.0,0.5,4
540010,Kariera Nikosia Dyzmy (2002),Comedy,2002.0,2.5,4
460467,Ice on Fire (2019),Documentary,2019.0,4.5,4
540006,Karen Dalton: In My Own Time (2021),Documentary,2021.0,4.0,4
206618,Coconut Hero (2015),Comedy|Drama,2015.0,2.5,4
